Họ Tên,MSSV,Khoa,Ngành,Lớp,Môn học,thoi_gian_tu_hoc,chuyen_can,diem_qua_trinh,hoan_thanh_bai_tap,loai_mon_hoc,tai_lieu_on_tap,hinh_thuc_thi,tre_hoc_phi,ho_tro,tre_hoc,hoc_nhom,lam_them,co_kinh_nghiem
Nguyễn Thành Quân,226A010429,Công nghệ thông tin,An toàn thông tin,226A002,Kỹ năng giao tiếp - Nhóm 1,27,41,7.5,45,Đại cương,Có,Tự luận,Không,Không,83,Không,Không,Không
Trần Hữu Hải,226A010430,Công nghệ thông tin,An toàn thông tin,226A002,Pháp luật đại cương - Nhóm 1,73,100,9.3,100,Đại cương,Không,Tự luận,Không,Không,0,Có,Không,Có
Phạm Quang Phúc,226A010431,Ngoại ngữ,Ngôn ngữ Trung,226A004,Vật lý đại cương - Nhóm 1,89,66,6.0,100,Đại cương,Có,Tự luận,Có,Không,33,Không,Không,Có
Hoàng Anh Hưng,226A010432,Kỹ thuật điện,Điện dân dụng,226A005,Toán cao cấp - Nhóm 1,46,100,9.0,80,Đại cương,Có,Tự luận,Không,Không,16,Có,Có,Có
Đỗ Quang Hải,226A010433,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kiến trúc phần mềm - Nhóm 1,61,100,9.5,100,Chuyên ngành,Không,Trắc nghiệm,Không,Không,25,Không,Có,Không
Nguyễn Văn Vinh,226A010434,Công nghệ thông tin,Công nghệ phần mềm,226A001,Lập trình Web - Nhóm 1,76,100,9.3,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Có,Có,Không
Nguyễn Gia Tùng,226A010435,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kỹ năng giao tiếp - Nhóm 1,87,100,7.3,100,Đại cương,Có,Tự luận,Không,Không,0,Có,Có,Có
Phạm Ngọc Nam,226A010436,Cơ khí,Tự động hoá,226A005,Điều khiển tự động - Nhóm 1,42,100,6.5,70,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Không,Có
Đặng Văn Hải,226A010437,Kỹ thuật điện,Điện công nghiệp,226A005,Máy điện - Nhóm 1,23,55,5.5,65,Chuyên ngành,Không,Tự luận,Không,Không,66,Không,Không,Có
Hoàng Thành Hải,226A010438,Cơ khí,Tự động hoá,226A005,Lập trình PLC - Nhóm 1,20,58,3.5,65,Chuyên ngành,Không,Trắc nghiệm,Không,Không,16,Không,Không,Không
Trần Đức Khang,226A010439,Công nghệ thông tin,Công nghệ phần mềm,226A001,Lập trình Web - Nhóm 1,90,100,9.3,100,Chuyên ngành,Có,Tự luận,Không,Không,16,Có,Không,Có
Nguyễn Ngọc Phúc,226A010440,Kỹ thuật điện,Điện công nghiệp,226A005,Triết học Mác - Lênin - Nhóm 1,59,100,7.5,80,Đại cương,Có,Trắc nghiệm,Có,Có,0,Có,Không,Không
Bùi Thái Nam,226A010441,Công nghệ thông tin,Công nghệ phần mềm,226A001,Cấu trúc dữ liệu - Nhóm 1,49,100,6.3,25,Chuyên ngành,Có,Trắc nghiệm,Không,Không,22,Có,Có,Có
Lê Văn Dũng,226A010442,Ngoại ngữ,Ngôn ngữ Anh,226A003,Toán cao cấp - Nhóm 1,62,100,10.0,100,Đại cương,Có,Trắc nghiệm,Không,Không,8,Không,Không,Không
Hoàng Ngọc Phúc,226A010443,Ngoại ngữ,Ngôn ngữ Trung,226A004,Kỹ năng giao tiếp - Nhóm 1,83,100,9.0,100,Đại cương,Có,Trắc nghiệm,Không,Không,0,Có,Không,Có
Nguyễn Anh Tùng,226A010444,Ngoại ngữ,Ngôn ngữ Anh,226A003,Tiếng Anh giao tiếp - Nhóm 1,4,16,3.5,35,Chuyên ngành,Không,Tự luận,Không,Không,83,Không,Có,Không
Bùi Đức Phúc,226A010445,Kỹ thuật điện,Điện công nghiệp,226A005,Toán cao cấp - Nhóm 1,18,0,6.8,60,Đại cương,Không,Trắc nghiệm,Không,Không,66,Không,Có,Không
Võ Hữu Hưng,226A010446,Công nghệ thông tin,An toàn thông tin,226A002,Vật lý đại cương - Nhóm 1,28,0,1.5,55,Đại cương,Không,Trắc nghiệm,Không,Không,88,Không,Có,Có
Võ Hữu Hưng,226A010447,Kỹ thuật điện,Điện dân dụng,226A005,Vật liệu điện - Nhóm 1,28,66,4.5,40,Chuyên ngành,Có,Trắc nghiệm,Không,Không,16,Có,Có,Không
Bùi Thành Hưng,226A010448,Cơ khí,Tự động hoá,226A005,Điều khiển tự động - Nhóm 1,15,100,1.5,45,Chuyên ngành,Không,Tự luận,Không,Không,25,Có,Không,Không
Võ Đức Cường,226A010449,Kỹ thuật điện,Điện công nghiệp,226A005,Máy điện - Nhóm 1,36,100,6.5,35,Chuyên ngành,Không,Trắc nghiệm,Không,Không,22,Có,Có,Có
Nguyễn Hữu Dũng,226A010450,Kỹ thuật điện,Điện dân dụng,226A005,Vật liệu điện - Nhóm 1,21,16,8.8,65,Chuyên ngành,Có,Tự luận,Không,Không,66,Không,Không,Có
Đặng Thái Hưng,226A010451,Cơ khí,Chế tạo máy,226A005,Cơ học lý thuyết - Nhóm 1,75,100,8.8,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Không,Không,Không
Trần Quang Khang,226A010452,Kỹ thuật điện,Điện công nghiệp,226A005,Cung cấp điện - Nhóm 1,4,0,1.8,70,Chuyên ngành,Không,Trắc nghiệm,Không,Không,33,Không,Không,Không
Bùi Ngọc Hải,226A010453,Kỹ thuật điện,Điện dân dụng,226A005,Vật lý đại cương - Nhóm 1,65,100,9.3,100,Đại cương,Có,Tự luận,Không,Không,25,Có,Có,Có
Hoàng Thái Hải,226A010454,Ngoại ngữ,Ngôn ngữ Anh,226A003,Pháp luật đại cương - Nhóm 1,13,44,0.0,25,Đại cương,Không,Tự luận,Có,Có,100,Có,Không,Có
Võ Văn Sơn,226A010455,Ngoại ngữ,Ngôn ngữ Anh,226A003,Kỹ năng giao tiếp - Nhóm 1,79,100,8.8,100,Đại cương,Có,Tự luận,Không,Không,16,Không,Có,Có
Phạm Ngọc Dũng,226A010456,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kiến trúc phần mềm - Nhóm 1,85,100,9.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,8,Có,Có,Không
Trần Thái Long,226A010457,Ngoại ngữ,Ngôn ngữ Anh,226A003,Biên dịch - Nhóm 1,8,44,7.5,70,Chuyên ngành,Có,Trắc nghiệm,Không,Không,88,Không,Có,Có
Lê Thành Bình,226A010458,Cơ khí,Chế tạo máy,226A005,Chi tiết máy - Nhóm 1,83,100,9.3,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,22,Có,Có,Không
Võ Đức Dũng,226A010459,Ngoại ngữ,Ngôn ngữ Anh,226A003,Biên dịch - Nhóm 1,85,100,8.3,100,Chuyên ngành,Không,Tự luận,Không,Không,16,Có,Không,Không
Hoàng Hữu Cường,226A010460,Ngoại ngữ,Ngôn ngữ Anh,226A003,Tiếng Anh giao tiếp - Nhóm 1,71,100,5.0,100,Chuyên ngành,Có,Tự luận,Không,Không,8,Có,Có,Không
Hoàng Gia Sơn,226A010461,Ngoại ngữ,Ngôn ngữ Anh,226A003,Vật lý đại cương - Nhóm 1,66,100,4.3,100,Đại cương,Có,Trắc nghiệm,Không,Không,25,Không,Không,Không
Phạm Hữu Quân,226A010462,Kỹ thuật điện,Điện dân dụng,226A005,Vật lý đại cương - Nhóm 1,32,100,8.0,90,Đại cương,Có,Tự luận,Có,Có,16,Có,Không,Không
Nguyễn Anh Bình,226A010463,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,76,0,9.5,100,Chuyên ngành,Có,Trắc nghiệm,Có,Không,33,Có,Không,Có
Lê Anh Khang,226A010464,Ngoại ngữ,Ngôn ngữ Anh,226A003,Vật lý đại cương - Nhóm 1,85,100,8.3,100,Đại cương,Có,Tự luận,Không,Không,16,Có,Có,Có
Huỳnh Đức Hải,226A010465,Cơ khí,Chế tạo máy,226A005,Vật lý đại cương - Nhóm 1,85,88,5.3,100,Đại cương,Có,Trắc nghiệm,Không,Không,55,Có,Có,Có
Đặng Hữu Khang,226A010466,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kỹ năng giao tiếp - Nhóm 2,76,100,9.5,100,Đại cương,Có,Tự luận,Không,Không,0,Không,Có,Không
Đỗ Thái Sơn,226A010467,Cơ khí,Tự động hoá,226A005,Điều khiển tự động - Nhóm 1,1,83,4.3,60,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Không,Không,Không
Huỳnh Văn Long,226A010468,Ngoại ngữ,Ngôn ngữ Anh,226A003,Pháp luật đại cương - Nhóm 1,26,83,10.0,20,Đại cương,Có,Tự luận,Có,Không,50,Có,Không,Không
Đặng Hữu Quân,226A010469,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,3,8,9.0,55,Chuyên ngành,Không,Tự luận,Có,Có,91,Không,Có,Không
Bùi Thái Tùng,226A010470,Công nghệ thông tin,An toàn thông tin,226A002,Toán cao cấp - Nhóm 1,20,0,8.5,60,Đại cương,Không,Tự luận,Không,Không,44,Có,Không,Không
Huỳnh Hữu Vinh,226A010471,Kỹ thuật điện,Điện công nghiệp,226A005,Máy điện - Nhóm 1,29,91,10.0,25,Chuyên ngành,Không,Tự luận,Không,Không,0,Có,Có,Có
Lê Minh Nam,226A010472,Cơ khí,Chế tạo máy,226A005,Chi tiết máy - Nhóm 1,86,100,8.3,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,22,Không,Không,Không
Võ Đức Long,226A010473,Kỹ thuật điện,Điện dân dụng,226A005,Vật lý đại cương - Nhóm 1,89,100,8.3,100,Đại cương,Không,Trắc nghiệm,Không,Không,16,Có,Không,Không
Đỗ Hữu Long,226A010474,Kỹ thuật điện,Điện dân dụng,226A005,Kỹ năng giao tiếp - Nhóm 2,5,100,10.0,60,Đại cương,Không,Tự luận,Không,Không,58,Có,Có,Có
Đặng Anh An,226A010475,Công nghệ thông tin,An toàn thông tin,226A002,An ninh mạng - Nhóm 1,37,100,5.3,65,Chuyên ngành,Không,Trắc nghiệm,Không,Không,0,Có,Có,Có
Võ Đức Dũng,226A010476,Cơ khí,Tự động hoá,226A005,Pháp luật đại cương - Nhóm 1,4,8,7.8,50,Đại cương,Không,Trắc nghiệm,Không,Không,25,Không,Không,Có
Đặng Minh Phúc,226A010477,Kỹ thuật điện,Điện dân dụng,226A005,Vật liệu điện - Nhóm 1,12,41,6.8,35,Chuyên ngành,Có,Tự luận,Không,Không,33,Không,Có,Có
Đặng Thành Sơn,226A010478,Ngoại ngữ,Ngôn ngữ Anh,226A003,Ngữ âm học - Nhóm 1,83,55,9.8,100,Chuyên ngành,Có,Tự luận,Không,Không,22,Không,Không,Có
Lê Hữu Sơn,226A010479,Công nghệ thông tin,An toàn thông tin,226A002,Triết học Mác - Lênin - Nhóm 1,63,100,0.0,100,Đại cương,Có,Trắc nghiệm,Có,Không,22,Có,Không,Có
Đặng Văn Khang,226A010480,Công nghệ thông tin,Công nghệ phần mềm,226A001,Cấu trúc dữ liệu - Nhóm 1,65,100,9.5,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Có,Có,Có
Hoàng Đức Nam,226A010481,Công nghệ thông tin,Công nghệ phần mềm,226A001,Cấu trúc dữ liệu - Nhóm 1,30,0,6.8,60,Chuyên ngành,Có,Trắc nghiệm,Không,Không,100,Không,Không,Không
Đặng Quang Phúc,226A010482,Cơ khí,Tự động hoá,226A005,Hệ thống nhúng - Nhóm 1,61,100,8.0,100,Chuyên ngành,Không,Tự luận,Không,Không,22,Có,Không,Có
Huỳnh Minh Bình,226A010483,Ngoại ngữ,Ngôn ngữ Anh,226A003,Triết học Mác - Lênin - Nhóm 1,76,100,10.0,100,Đại cương,Có,Trắc nghiệm,Không,Không,16,Có,Có,Không
Đỗ Đức Nam,226A010484,Ngoại ngữ,Ngôn ngữ Anh,226A003,Pháp luật đại cương - Nhóm 1,24,25,4.3,50,Đại cương,Có,Trắc nghiệm,Không,Không,66,Có,Không,Không
Trần Quang Long,226A010485,Cơ khí,Tự động hoá,226A005,Hệ thống nhúng - Nhóm 1,99,100,5.8,100,Chuyên ngành,Không,Tự luận,Có,Có,8,Không,Không,Không
Võ Ngọc Sơn,226A010486,Cơ khí,Tự động hoá,226A005,Toán cao cấp - Nhóm 1,67,100,5.0,100,Đại cương,Có,Tự luận,Có,Có,0,Có,Có,Có
Phạm Đức Quân,226A010487,Cơ khí,Tự động hoá,226A005,Kỹ năng giao tiếp - Nhóm 2,23,16,8.3,30,Đại cương,Không,Tự luận,Có,Có,100,Không,Không,Có
Lê Minh Phúc,226A010488,Kỹ thuật điện,Điện công nghiệp,226A005,Pháp luật đại cương - Nhóm 1,22,33,9.0,40,Đại cương,Không,Trắc nghiệm,Không,Không,41,Có,Không,Không
Hoàng Ngọc Hưng,226A010489,Kỹ thuật điện,Điện công nghiệp,226A005,Vật lý đại cương - Nhóm 1,87,100,8.3,100,Đại cương,Có,Tự luận,Không,Không,0,Có,Có,Không
Võ Ngọc Long,226A010490,Cơ khí,Chế tạo máy,226A005,Cơ học lý thuyết - Nhóm 1,65,0,8.3,100,Chuyên ngành,Không,Tự luận,Có,Không,55,Có,Không,Có
Lê Quang Quân,226A010491,Kỹ thuật điện,Điện dân dụng,226A005,Vật liệu điện - Nhóm 1,73,100,8.8,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,0,Có,Có,Không
Nguyễn Minh Dũng,226A010492,Cơ khí,Chế tạo máy,226A005,Toán cao cấp - Nhóm 1,5,33,6.3,50,Đại cương,Có,Tự luận,Không,Không,33,Không,Không,Có
Huỳnh Minh Hưng,226A010493,Kỹ thuật điện,Điện dân dụng,226A005,Mạch điện cơ bản - Nhóm 1,69,100,8.3,100,Chuyên ngành,Có,Trắc nghiệm,Có,Không,25,Có,Không,Có
Lê Anh Cường,226A010494,Kỹ thuật điện,Điện dân dụng,226A005,Pháp luật đại cương - Nhóm 1,78,100,9.5,100,Đại cương,Có,Trắc nghiệm,Không,Không,0,Không,Có,Có
Trần Văn Sơn,226A010495,Cơ khí,Chế tạo máy,226A005,Toán cao cấp - Nhóm 1,89,100,0.0,100,Đại cương,Có,Trắc nghiệm,Có,Không,0,Có,Không,Không
Đỗ Gia An,226A010496,Công nghệ thông tin,Công nghệ phần mềm,226A001,Pháp luật đại cương - Nhóm 1,85,100,0.0,100,Đại cương,Có,Tự luận,Có,Không,16,Không,Không,Không
Huỳnh Gia Vinh,226A010497,Công nghệ thông tin,Công nghệ phần mềm,226A001,Lập trình Web - Nhóm 1,31,50,3.3,50,Chuyên ngành,Có,Trắc nghiệm,Không,Không,25,Không,Có,Không
Huỳnh Thành Hải,226A010498,Kỹ thuật điện,Điện dân dụng,226A005,Pháp luật đại cương - Nhóm 1,25,0,3.5,20,Đại cương,Không,Tự luận,Có,Có,100,Có,Không,Không
Bùi Quang Sơn,226A010499,Ngoại ngữ,Ngôn ngữ Trung,226A004,Nghe nói tiếng Trung - Nhóm 1,36,100,5.3,25,Chuyên ngành,Có,Tự luận,Không,Không,16,Có,Không,Không
Trần Thành Sơn,226A010500,Công nghệ thông tin,An toàn thông tin,226A002,Toán cao cấp - Nhóm 1,46,0,8.8,35,Đại cương,Không,Trắc nghiệm,Không,Không,0,Có,Có,Không
Hoàng Ngọc Quân,226A010501,Cơ khí,Tự động hoá,226A005,Kỹ năng giao tiếp - Nhóm 2,82,100,10.0,100,Đại cương,Có,Tự luận,Không,Không,0,Không,Không,Không
Nguyễn Văn Bình,226A010502,Cơ khí,Tự động hoá,226A005,Lập trình PLC - Nhóm 1,21,33,6.8,20,Chuyên ngành,Không,Trắc nghiệm,Không,Không,33,Không,Không,Có
Đỗ Hữu Bình,226A010503,Cơ khí,Chế tạo máy,226A005,Kỹ năng giao tiếp - Nhóm 2,10,33,6.0,55,Đại cương,Có,Trắc nghiệm,Không,Không,77,Không,Không,Có
Lê Ngọc Phúc,226A010504,Cơ khí,Tự động hoá,226A005,Điều khiển tự động - Nhóm 1,25,33,7.3,55,Chuyên ngành,Có,Tự luận,Không,Không,50,Không,Có,Có
Hoàng Thái Cường,226A010505,Công nghệ thông tin,An toàn thông tin,226A002,An ninh mạng - Nhóm 1,66,100,8.8,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,8,Có,Không,Không
Bùi Gia Long,226A010506,Ngoại ngữ,Ngôn ngữ Anh,226A003,Kỹ năng giao tiếp - Nhóm 2,66,100,9.8,100,Đại cương,Có,Tự luận,Không,Không,0,Không,Có,Có
Hoàng Văn Quân,226A010507,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kiến trúc phần mềm - Nhóm 1,75,100,9.8,100,Chuyên ngành,Có,Tự luận,Không,Không,8,Có,Không,Không
Võ Gia Hải,226A010508,Kỹ thuật điện,Điện dân dụng,226A005,Vật lý đại cương - Nhóm 2,25,0,7.8,20,Đại cương,Không,Tự luận,Không,Không,50,Không,Có,Có
Lê Ngọc Dũng,226A010509,Kỹ thuật điện,Điện dân dụng,226A005,Mạch điện cơ bản - Nhóm 1,78,33,1.3,100,Chuyên ngành,Có,Trắc nghiệm,Có,Không,33,Có,Không,Có
Đỗ Văn Bình,226A010510,Ngoại ngữ,Ngôn ngữ Trung,226A004,Văn hóa Trung Quốc - Nhóm 1,90,100,10.0,100,Chuyên ngành,Có,Tự luận,Không,Không,8,Có,Có,Có
Lê Thái Nam,226A010511,Cơ khí,Chế tạo máy,226A005,Toán cao cấp - Nhóm 1,65,100,8.3,100,Đại cương,Có,Tự luận,Không,Không,0,Có,Không,Không
Đỗ Văn Dũng,226A010512,Công nghệ thông tin,Công nghệ phần mềm,226A001,Cấu trúc dữ liệu - Nhóm 1,4,83,2.5,55,Chuyên ngành,Không,Trắc nghiệm,Có,Có,33,Có,Có,Không
Trần Đức Hải,226A010513,Ngoại ngữ,Ngôn ngữ Anh,226A003,Ngữ âm học - Nhóm 1,28,77,5.3,20,Chuyên ngành,Không,Tự luận,Không,Không,22,Không,Không,Không
Lê Gia Hải,226A010514,Công nghệ thông tin,Công nghệ phần mềm,226A001,Vật lý đại cương - Nhóm 2,81,100,9.3,100,Đại cương,Không,Tự luận,Không,Không,8,Có,Có,Không
Hoàng Quang Hưng,226A010515,Cơ khí,Tự động hoá,226A005,Triết học Mác - Lênin - Nhóm 1,30,22,7.3,30,Đại cương,Không,Tự luận,Không,Không,22,Không,Không,Không
Võ Đức Sơn,226A010516,Ngoại ngữ,Ngôn ngữ Anh,226A003,Kỹ năng giao tiếp - Nhóm 2,17,33,1.0,65,Đại cương,Có,Trắc nghiệm,Không,Không,33,Không,Có,Có
Lê Anh Sơn,226A010517,Công nghệ thông tin,Công nghệ phần mềm,226A001,Lập trình Web - Nhóm 1,61,100,9.8,100,Chuyên ngành,Không,Tự luận,Không,Không,22,Không,Có,Không
Nguyễn Thành Hải,226A010518,Cơ khí,Chế tạo máy,226A005,Chi tiết máy - Nhóm 1,84,100,10.0,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Có,Không
Đỗ Thành Tùng,226A010519,Cơ khí,Chế tạo máy,226A005,Công nghệ CNC - Nhóm 1,71,100,9.0,100,Chuyên ngành,Có,Trắc nghiệm,Không,Không,25,Có,Không,Có
Huỳnh Minh Tùng,226A010520,Kỹ thuật điện,Điện dân dụng,226A005,Mạch điện cơ bản - Nhóm 1,72,100,8.5,100,Chuyên ngành,Có,Tự luận,Có,Không,22,Có,Có,Có
Huỳnh Gia Sơn,226A010521,Ngoại ngữ,Ngôn ngữ Anh,226A003,Triết học Mác - Lênin - Nhóm 1,42,100,8.8,55,Đại cương,Có,Trắc nghiệm,Không,Không,0,Không,Không,Có
Huỳnh Đức Hưng,226A010522,Công nghệ thông tin,Công nghệ phần mềm,226A001,Toán cao cấp - Nhóm 1,84,100,8.3,100,Đại cương,Có,Trắc nghiệm,Không,Không,0,Có,Không,Có
Trần Đức Sơn,226A010523,Công nghệ thông tin,Công nghệ phần mềm,226A001,Kiến trúc phần mềm - Nhóm 1,14,33,8.0,30,Chuyên ngành,Không,Trắc nghiệm,Không,Không,55,Không,Không,Không
Phạm Hữu Hải,226A010524,Ngoại ngữ,Ngôn ngữ Anh,226A003,Pháp luật đại cương - Nhóm 1,4,11,8.0,45,Đại cương,Có,Trắc nghiệm,Không,Không,66,Có,Có,Có
Nguyễn Ngọc Hải,226A010525,Công nghệ thông tin,Công nghệ phần mềm,226A001,Pháp luật đại cương - Nhóm 1,18,0,7.3,25,Đại cương,Không,Tự luận,Không,Không,75,Có,Không,Không
Bùi Thái Tùng,226A010526,Ngoại ngữ,Ngôn ngữ Trung,226A004,Hán tự cơ bản - Nhóm 1,79,91,0.0,100,Chuyên ngành,Có,Tự luận,Có,Không,8,Không,Có,Có
Đỗ Thái Tùng,226A010527,Công nghệ thông tin,Công nghệ phần mềm,226A001,Triết học Mác - Lênin - Nhóm 1,56,100,7.5,50,Đại cương,Có,Tự luận,Không,Không,16,Có,Không,Có
Võ Minh Cường,226A010528,Cơ khí,Chế tạo máy,226A005,Triết học Mác - Lênin - Nhóm 1,67,33,6.8,100,Đại cương,Có,Tự luận,Không,Không,100,Có,Không,Không
Đỗ Ngọc Nam,226A010529,Ngoại ngữ,Ngôn ngữ Anh,226A003,Biên dịch - Nhóm 1,88,100,9.5,100,Chuyên ngành,Có,Tự luận,Không,Không,16,Có,Không,Có
Hoàng Văn Khang,226A010530,Cơ khí,Tự động hoá,226A005,Lập trình PLC - Nhóm 1,86,100,9.3,100,Chuyên ngành,Có,Tự luận,Không,Không,22,Có,Có,Có
Hoàng Minh Cường,226A010531,Kỹ thuật điện,Điện dân dụng,226A005,An toàn điện - Nhóm 1,66,100,9.0,100,Chuyên ngành,Có,Tự luận,Có,Có,11,Có,Không,Không
Đỗ Ngọc Quân,226A010532,Công nghệ thông tin,Công nghệ phần mềm,226A001,Vật lý đại cương - Nhóm 2,68,100,9.3,100,Đại cương,Có,Trắc nghiệm,Không,Không,25,Có,Không,Không
Đặng Gia Phúc,226A010533,Kỹ thuật điện,Điện công nghiệp,226A005,Cung cấp điện - Nhóm 1,58,50,2.5,95,Chuyên ngành,Có,Tự luận,Không,Không,33,Có,Không,Không
Trần Ngọc Hải,226A010534,Ngoại ngữ,Ngôn ngữ Trung,226A004,Vật lý đại cương - Nhóm 2,83,0,6.5,100,Đại cương,Không,Trắc nghiệm,Có,Có,66,Có,Không,Có
Lê Ngọc Quân,226A010535,Cơ khí,Chế tạo máy,226A005,Cơ học lý thuyết - Nhóm 1,15,66,7.8,30,Chuyên ngành,Không,Trắc nghiệm,Có,Không,16,Có,Không,Không
Võ Quang Tùng,226A010536,Công nghệ thông tin,Công nghệ phần mềm,226A001,Triết học Mác - Lênin - Nhóm 1,4,8,7.8,35,Đại cương,Không,Trắc nghiệm,Không,Không,100,Không,Có,Có
Trần Văn Khang,226A010537,Cơ khí,Chế tạo máy,226A005,Chi tiết máy - Nhóm 1,68,100,8.5,100,Chuyên ngành,Có,Tự luận,Không,Không,0,Có,Có,Không
Trần Đức Vinh,226A010538,Công nghệ thông tin,Công nghệ phần mềm,226A001,Triết học Mác - Lênin - Nhóm 1,4,100,3.3,40,Đại cương,Có,Trắc nghiệm,Có,Không,77,Có,Có,Không
Trần Anh Cường,226A010539,Cơ khí,Tự động hoá,226A005,Vật lý đại cương - Nhóm 2,7,8,3.8,35,Đại cương,Không,Tự luận,Không,Không,83,Có,Có,Có
Hoàng Minh Vinh,226A010540,Ngoại ngữ,Ngôn ngữ Trung,226A004,Kỹ năng giao tiếp - Nhóm 2,29,0,2.0,50,Đại cương,Không,Trắc nghiệm,Không,Không,55,Không,Không,Không
